S.No,QbId,Ref No (Payment No),Payment Date,Customer,Payment method,Deposit To Account Name,Invoice No,Journal No,QB Journal Id,QB Invoice Id,QB Credit Memo Id,Credit Memo No,Amount,Total,Reference No,Memo,Currency Code,Exchange Rate,REFERENCE_NO,TOTAL,CUSTOMER,QB_INVOICE_ID,ORIG_REFERENCE_NO,ORIG_TOTAL,ORIG_CUSTOMER,ORIG_QB_INVOICE_ID,MATCH_LEVEL,MATCHED_CRB_INDEX,MATCH_TYPE
4053,518639,,2024-05-31,MENDERO MEDICAL CENTER INC.,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - CDO,,,,,,,11000.0,11000.0,33387,,PHP,,33387,11000.0,MENDERO MEDICAL CENTER INC.,,33387,11000.0,MENDERO MEDICAL CENTER INC.,,,,
4054,518638,,2024-05-29,J & F WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - CDO,,,,,,,450.0,450.0,33381,,PHP,,33381,450.0,J & F WRS,,33381,450.0,J & F WRS,,,,
4055,518637,,2024-05-29,J & F WRS,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,,,,,,,450.0,450.0,33380,,PHP,,33380,450.0,J & F WRS,,33380,450.0,J & F WRS,,,,
4056,518636,,2024-05-31,ST VINCENT GEN HOSPITAL,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,,,,,,,784.0,784.0,33322,,PHP,,33322,784.0,ST VINCENT GEN HOSPITAL,,33322,784.0,ST VINCENT GEN HOSPITAL,,,,
4057,518635,,2024-05-31,ST VINCENT GEN HOSPITAL,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,,,,,,,10780.0,10780.0,33321,,PHP,,33321,10780.0,ST VINCENT GEN HOSPITAL,,33321,10780.0,ST VINCENT GEN HOSPITAL,,,,
4058,518642,,2024-05-31,BOS COFFEE PANGLAO,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,,,,,,,650.0,650.0,33406,,PHP,,33406,650.0,BOS COFFEE PANGLAO,,33406,650.0,BOS COFFEE PANGLAO,,,,
4059,615758,,2024-05-20,ITADAKI FOOD COURT / FLAMINGHEN CORP.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73870,,,167399.0,,,500.0,500.0,107194,,PHP,,107194,500.0,ITADAKI FOOD COURT / FLAMINGHEN CORP.,167399,107194,500.0,ITADAKI FOOD COURT / FLAMINGHEN CORP.,167399.0,,,
4060,626694,,2024-05-06,TUZEN CHICHARON MANUFACTURING,,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36253,,,149412.0,,,500.0,500.0,31767,,PHP,,31767,500.0,TUZEN CHICHARON MANUFACTURING,149412,31767,500.0,TUZEN CHICHARON MANUFACTURING,149412.0,,,
4061,626810,,2024-05-07,GOLDEN ARCHES DEVELOPMENT CORP,,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36301,,,149667.0,,,2100.0,2800.0,32138,,PHP,,32138,2800.0,GOLDEN ARCHES DEVELOPMENT CORP,149667,32138,2800.0,GOLDEN ARCHES DEVELOPMENT CORP,149667.0,,,
4062,626810,,,,,,36302,,,149668.0,,,700.0,,,,,,,,,149668,,,,149668.0,,,
4063,626987,,2024-05-10,ATELYN ADAM ALE W.R.S.,,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36495,,,150127.0,,,450.0,450.0,32294,,PHP,,32294,450.0,ATELYN ADAM ALE W.R.S.,150127,32294,450.0,ATELYN ADAM ALE W.R.S.,150127.0,,,
4064,626988,,2024-05-10,ATELYN ADAM ALE W.R.S.,,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36508,,,150141.0,,,3500.0,3500.0,32294,,PHP,,32294,3500.0,ATELYN ADAM ALE W.R.S.,150141,32294,3500.0,ATELYN ADAM ALE W.R.S.,150141.0,,,
4065,627072,,2024-05-13,TWIN'S W.R.S.,,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36547,,,150404.0,,,500.0,500.0,32467,,PHP,,32467,500.0,TWIN'S W.R.S.,150404,32467,500.0,TWIN'S W.R.S.,150404.0,,,
4066,627074,,2024-05-13,WATERFLO REFRESHING W.R.S.,,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36552,,,150409.0,,,500.0,500.0,32462,,PHP,,32462,500.0,WATERFLO REFRESHING W.R.S.,150409,32462,500.0,WATERFLO REFRESHING W.R.S.,150409.0,,,
4067,629436,,2024-05-27,CEBU KIDNEY DIALYSIS DOCTORS & SPECIALIST INC.,,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36235,,,629435.0,,,2100.0,2100.0,33031,,PHP,,33031,2100.0,CEBU KIDNEY DIALYSIS DOCTORS & SPECIALIST INC.,629435,33031,2100.0,CEBU KIDNEY DIALYSIS DOCTORS & SPECIALIST INC.,629435.0,,,
4069,648786,,2024-05-06,RJ'S WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00502,,,165075.0,,,600.0,600.0,1683,,PHP,,1683,600.0,RJ'S WATER REFILLING STATION,165075,1683,600.0,RJ'S WATER REFILLING STATION,165075.0,,,
4070,648789,,2024-05-06,BYQZ WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00503,,,165076.0,,,600.0,600.0,1684,,PHP,,1684,600.0,BYQZ WATER REFILLING STATION,165076,1684,600.0,BYQZ WATER REFILLING STATION,165076.0,,,
4071,648798,,2024-05-07,LGU- CANAMAN,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00161,,,178317.0,,,21000.0,99750.0,1704,,PHP,,1704,99750.0,LGU- CANAMAN,178317,1704,99750.0,LGU- CANAMAN,178317.0,,,
4072,648816,,2024-05-06,RITZGAB WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00505,,,165078.0,,,600.0,600.0,1686,,PHP,,1686,600.0,RITZGAB WATER REFILLING STATION,165078,1686,600.0,RITZGAB WATER REFILLING STATION,165078.0,,,
4073,648819,,2024-05-06,TUBIG- JO WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00506,,,165079.0,,,600.0,600.0,1687,,PHP,,1687,600.0,TUBIG- JO WATER REFILLING STATION,165079,1687,600.0,TUBIG- JO WATER REFILLING STATION,165079.0,,,
4074,648829,,2024-05-06,AQUA TONEL WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00508,,,165081.0,,,600.0,600.0,1689,,PHP,,1689,600.0,AQUA TONEL WATER REFILLING STATION,165081,1689,600.0,AQUA TONEL WATER REFILLING STATION,165081.0,,,
4075,648833,,2024-05-06,BINGZ WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00509,,,165082.0,,,600.0,600.0,1690,,PHP,,1690,600.0,BINGZ WATER REFILLING STATION,165082,1690,600.0,BINGZ WATER REFILLING STATION,165082.0,,,
4076,648837,,2024-05-06,FORTUNES WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00510,,,165083.0,,,600.0,600.0,1691,,PHP,,1691,600.0,FORTUNES WATER REFILLING STATION,165083,1691,600.0,FORTUNES WATER REFILLING STATION,165083.0,,,
4079,648848,,2024-05-07,OLAÑO WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00465,,,165038.0,,,600.0,600.0,1701,,PHP,,1701,600.0,OLAÑO WATER REFILLING STATION,165038,1701,600.0,OLAÑO WATER REFILLING STATION,165038.0,,,
4080,648849,,2024-05-07,HEAVENLY WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00466,,,165039.0,,,600.0,600.0,1702,,PHP,,1702,600.0,HEAVENLY WATER REFILLING STATION,165039,1702,600.0,HEAVENLY WATER REFILLING STATION,165039.0,,,
4081,648850,,2024-05-07,LEONY WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00467,,,165040.0,,,250.0,250.0,1703,,PHP,,1703,250.0,LEONY WATER REFILLING STATION,165040,1703,250.0,LEONY WATER REFILLING STATION,165040.0,,,
4083,648852,,2024-05-07,PUMP WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00469,,,165042.0,,,600.0,600.0,1706,,PHP,,1706,600.0,PUMP WATER REFILLING STATION,165042,1706,600.0,PUMP WATER REFILLING STATION,165042.0,,,
4084,648853,,2024-05-07,DALLAS PURIFIED WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00470,,,165043.0,,,600.0,600.0,1707,,PHP,,1707,600.0,DALLAS PURIFIED WATER REFILLING STATION,165043,1707,600.0,DALLAS PURIFIED WATER REFILLING STATION,165043.0,,,
4085,648854,,2024-05-07,AQUA MIGNETH WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00471,,,165044.0,,,600.0,600.0,1708,,PHP,,1708,600.0,AQUA MIGNETH WATER REFILLING STATION,165044,1708,600.0,AQUA MIGNETH WATER REFILLING STATION,165044.0,,,
4086,648855,,2024-05-07,AQUABAY WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00472,,,165045.0,,,600.0,600.0,1709,,PHP,,1709,600.0,AQUABAY WATER REFILLING STATION,165045,1709,600.0,AQUABAY WATER REFILLING STATION,165045.0,,,
4087,648856,,2024-05-07,MORNING STREAMS WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00473,,,165046.0,,,600.0,600.0,1710,,PHP,,1710,600.0,MORNING STREAMS WATER REFILLING STATION,165046,1710,600.0,MORNING STREAMS WATER REFILLING STATION,165046.0,,,
4088,648857,,2024-05-07,Z & L WATER PURIFICATION SERVICES,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00474,,,165047.0,,,600.0,600.0,1711,,PHP,,1711,600.0,Z & L WATER PURIFICATION SERVICES,165047,1711,600.0,Z & L WATER PURIFICATION SERVICES,165047.0,,,
4089,648858,,2024-05-07,LF CHANG'S WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00475,,,165048.0,,,600.0,600.0,1712,,PHP,,1712,600.0,LF CHANG'S WATER REFILLING STATION,165048,1712,600.0,LF CHANG'S WATER REFILLING STATION,165048.0,,,
4090,648859,,2024-05-07,WATERSPEC WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00476,,,165049.0,,,600.0,600.0,1713,,PHP,,1713,600.0,WATERSPEC WATER REFILLING STATION,165049,1713,600.0,WATERSPEC WATER REFILLING STATION,165049.0,,,
4091,648860,,2024-05-07,R.A. SPARKLYPURE WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00479,,,165052.0,,,600.0,600.0,1717,,PHP,,1717,600.0,R.A. SPARKLYPURE WATER REFILLING STATION,165052,1717,600.0,R.A. SPARKLYPURE WATER REFILLING STATION,165052.0,,,
4092,648861,,2024-05-07,"CITY WATER REFILLING STATION, CARARAYAN",Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00481,,,165054.0,,,600.0,600.0,1719,,PHP,,1719,600.0,"CITY WATER REFILLING STATION, CARARAYAN",165054,1719,600.0,"CITY WATER REFILLING STATION, CARARAYAN",165054.0,,,
4093,648862,,2024-05-07,ISAROG DROPS WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00482,,,165055.0,,,600.0,600.0,1720,,PHP,,1720,600.0,ISAROG DROPS WATER REFILLING STATION,165055,1720,600.0,ISAROG DROPS WATER REFILLING STATION,165055.0,,,
4094,648863,,2024-05-07,LEBILO WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00483,,,165056.0,,,600.0,600.0,1721,,PHP,,1721,600.0,LEBILO WATER REFILLING STATION,165056,1721,600.0,LEBILO WATER REFILLING STATION,165056.0,,,
4095,648864,,2024-05-07,OLARVE WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00486,,,165059.0,,,600.0,600.0,1705,,PHP,,1705,600.0,OLARVE WATER REFILLING STATION,165059,1705,600.0,OLARVE WATER REFILLING STATION,165059.0,,,
4096,648865,,2024-05-07,OPTIMUM KIDNEY CARE,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00488,,,165061.0,,,1800.0,1800.0,1722,,PHP,,1722,1800.0,OPTIMUM KIDNEY CARE,165061,1722,1800.0,OPTIMUM KIDNEY CARE,165061.0,,,
4097,648866,,2024-05-06,AQUOR BRISK WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00504,,,165077.0,,,600.0,600.0,1685,,PHP,,1685,600.0,AQUOR BRISK WATER REFILLING STATION,165077,1685,600.0,AQUOR BRISK WATER REFILLING STATION,165077.0,,,
4098,648867,,2024-05-06,GILEX WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00507,,,165080.0,,,3500.0,3500.0,1688,,PHP,,1688,3500.0,GILEX WATER REFILLING STATION,165080,1688,3500.0,GILEX WATER REFILLING STATION,165080.0,,,
4103,648933,,2024-05-07,MATTHEW'S WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00478,,,165051.0,,,4100.0,4100.0,1716,,PHP,,1716,4100.0,MATTHEW'S WATER REFILLING STATION,165051,1716,4100.0,MATTHEW'S WATER REFILLING STATION,165051.0,,,
4104,648945,,2024-05-07,SIDECO WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00484,,,165057.0,,,600.0,600.0,1724,,PHP,,1724,600.0,SIDECO WATER REFILLING STATION,165057,1724,600.0,SIDECO WATER REFILLING STATION,165057.0,,,
4105,648953,,2024-05-07,JOEL WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00485,,,165058.0,,,600.0,600.0,1723,,PHP,,1723,600.0,JOEL WATER REFILLING STATION,165058,1723,600.0,JOEL WATER REFILLING STATION,165058.0,,,
4106,648969,,2024-05-07,JL 2BIG 2GO WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00487,,,165060.0,,,600.0,600.0,1714,,PHP,,1714,600.0,JL 2BIG 2GO WATER REFILLING STATION,165060,1714,600.0,JL 2BIG 2GO WATER REFILLING STATION,165060.0,,,
4107,649212,,2024-05-17,LIFEPLUS KIDNEY CENTER INC.,Direct Debit,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00216,,,149819.0,,,1800.0,1800.0,1915,,PHP,,1915,1800.0,LIFEPLUS KIDNEY CENTER INC.,149819,1915,1800.0,LIFEPLUS KIDNEY CENTER INC.,149819.0,,,
4108,649279,,2024-05-13,AQUA RINA WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00492,,,165065.0,,,600.0,600.0,1728,,PHP,,1728,600.0,AQUA RINA WATER REFILLING STATION,165065,1728,600.0,AQUA RINA WATER REFILLING STATION,165065.0,,,
4109,649281,,2024-05-13,NJG AQUA REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00497,,,165070.0,,,600.0,600.0,1735,,PHP,,1735,600.0,NJG AQUA REFILLING STATION,165070,1735,600.0,NJG AQUA REFILLING STATION,165070.0,,,
4110,649285,,2024-05-13,FCO WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00500,,,165073.0,,,4100.0,4100.0,1738,,PHP,,1738,4100.0,FCO WATER REFILLING STATION,165073,1738,4100.0,FCO WATER REFILLING STATION,165073.0,,,
4111,649287,,2024-05-13,UNO'S WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00513,,,165086.0,,,600.0,600.0,1739,,PHP,,1739,600.0,UNO'S WATER REFILLING STATION,165086,1739,600.0,UNO'S WATER REFILLING STATION,165086.0,,,
4112,649290,,2024-05-13,CRYSTAL SPRING WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00514,,,165087.0,,,600.0,600.0,1740,,PHP,,1740,600.0,CRYSTAL SPRING WATER REFILLING STATION,165087,1740,600.0,CRYSTAL SPRING WATER REFILLING STATION,165087.0,,,
4113,649293,,2024-05-13,AQUAHERO PURIFIED WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00517,,,165090.0,,,600.0,600.0,1730,,PHP,,1730,600.0,AQUAHERO PURIFIED WATER REFILLING STATION,165090,1730,600.0,AQUAHERO PURIFIED WATER REFILLING STATION,165090.0,,,
4114,649298,,2024-05-13,FREDERICO CONDAT NATIONAL HIGH SCHOOL,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00518,,,165091.0,,,350.0,350.0,1741,,PHP,,1741,350.0,FREDERICO CONDAT NATIONAL HIGH SCHOOL,165091,1741,350.0,FREDERICO CONDAT NATIONAL HIGH SCHOOL,165091.0,,,
4115,649335,,2024-05-13,ANNIES FOOD HUB,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00520,,,165093.0,,,350.0,350.0,1743,,PHP,,1743,350.0,ANNIES FOOD HUB,165093,1743,350.0,ANNIES FOOD HUB,165093.0,,,
4116,649344,,2024-05-13,SOUTHERN MULTI-PURPOSE COOPERATIVE,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00522,,,165095.0,,,350.0,350.0,1745,,PHP,,1745,350.0,SOUTHERN MULTI-PURPOSE COOPERATIVE,165095,1745,350.0,SOUTHERN MULTI-PURPOSE COOPERATIVE,165095.0,,,
4117,649347,,2024-05-13,Y & G CAFÉ,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00523,,,165096.0,,,350.0,350.0,1746,,PHP,,1746,350.0,Y & G CAFÉ,165096,1746,350.0,Y & G CAFÉ,165096.0,,,
4118,649350,,2024-05-13,YNA & CASSEY EATERY,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00524,,,165097.0,,,350.0,350.0,1747,,PHP,,1747,350.0,YNA & CASSEY EATERY,165097,1747,350.0,YNA & CASSEY EATERY,165097.0,,,
4119,649354,,2024-05-13,BUENAVISTA ELEMENTARY SCHOOL,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00525,,,165098.0,,,350.0,350.0,1748,,PHP,,1748,350.0,BUENAVISTA ELEMENTARY SCHOOL,165098,1748,350.0,BUENAVISTA ELEMENTARY SCHOOL,165098.0,,,
4120,649361,,2024-05-13,PRIME KIDNEY CARE CENTER INC.,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00526,,,165099.0,,,1800.0,1800.0,1749,,PHP,,1749,1800.0,PRIME KIDNEY CARE CENTER INC.,165099,1749,1800.0,PRIME KIDNEY CARE CENTER INC.,165099.0,,,
4121,649365,,2024-05-03,BICOL RENAL CARE CENTER,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00527,,,165100.0,,,1800.0,3600.0,1681,,PHP,,1681,3600.0,BICOL RENAL CARE CENTER,165100,1681,3600.0,BICOL RENAL CARE CENTER,165100.0,,,
4122,649371,,2024-05-13,ABC- GO WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00528,,,165101.0,,,600.0,600.0,1750,,PHP,,1750,600.0,ABC- GO WATER REFILLING STATION,165101,1750,600.0,ABC- GO WATER REFILLING STATION,165101.0,,,
4131,649466,,2024-05-14,JM'S PURIFIED WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,45,,,297952.0,,,4100.0,4100.0,1817,,PHP,,1817,4100.0,JM'S PURIFIED WRS,297952,1817,4100.0,JM'S PURIFIED WRS,297952.0,,,
4132,649468,,2024-05-14,JUAN WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,46,,,297953.0,,,4100.0,4100.0,1818,,PHP,,1818,4100.0,JUAN WRS,297953,1818,4100.0,JUAN WRS,297953.0,,,
4133,649469,,2024-05-14,FRYDT,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,50,,,297962.0,,,4100.0,4100.0,1822,,PHP,,1822,4100.0,FRYDT,297962,1822,4100.0,FRYDT,297962.0,,,
4135,649488,,2024-05-07,SPLASHY ICE & WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00477,,,165050.0,,,4700.0,4700.0,1715,,PHP,,1715,4700.0,SPLASHY ICE & WATER REFILLING STATION,165050,1715,4700.0,SPLASHY ICE & WATER REFILLING STATION,165050.0,,,
4140,649504,,2024-05-14,STACEY WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,0049,,,564441.0,,,4100.0,4100.0,1821,,PHP,,1821,4100.0,STACEY WRS,564441,1821,4100.0,STACEY WRS,564441.0,,,
4141,649510,,2024-05-14,CAM SUR SID-ECO,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,0048,,,564442.0,,,4100.0,4100.0,1820,,PHP,,1820,4100.0,CAM SUR SID-ECO,564442,1820,4100.0,CAM SUR SID-ECO,564442.0,,,
4142,649513,,2024-05-14,OREA WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,0047,,,564443.0,,,4100.0,4100.0,1819,,PHP,,1819,4100.0,OREA WRS,564443,1819,4100.0,OREA WRS,564443.0,,,
4143,649525,,2024-05-14,FOREST LIFE WRS,,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,0044,,,564444.0,,,4100.0,4100.0,1816,,PHP,,1816,4100.0,FOREST LIFE WRS,564444,1816,4100.0,FOREST LIFE WRS,564444.0,,,
4144,649526,,2024-05-14,DHANVIC WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,0043,,,564445.0,,,4100.0,4100.0,1815,,PHP,,1815,4100.0,DHANVIC WRS,564445,1815,4100.0,DHANVIC WRS,564445.0,,,
4145,649529,,2024-05-14,DEEP BLUE WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,0042,,,564446.0,,,4100.0,4100.0,1814,,PHP,,1814,4100.0,DEEP BLUE WRS,564446,1814,4100.0,DEEP BLUE WRS,564446.0,,,
4146,649531,,2024-05-14,AQUA CALI WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,0041,,,564447.0,,,4100.0,4100.0,1813,,PHP,,1813,4100.0,AQUA CALI WRS,564447,1813,4100.0,AQUA CALI WRS,564447.0,,,
4154,649556,,2024-05-20,SWEETASTE WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00599,,,165171.0,,,4100.0,4100.0,1872,,PHP,,1872,4100.0,SWEETASTE WATER REFILLING STATION,165171,1872,4100.0,SWEETASTE WATER REFILLING STATION,165171.0,,,
4157,649559,,2024-05-21,AQUA DOUBLE Z,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00620,,,165192.0,,,600.0,600.0,1893,,PHP,,1893,600.0,AQUA DOUBLE Z,165192,1893,600.0,AQUA DOUBLE Z,165192.0,,,
4158,649561,,2024-05-21,MASTER PUREST WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00622,,,165194.0,,,4100.0,4100.0,1895,,PHP,,1895,4100.0,MASTER PUREST WATER REFILLING STATION,165194,1895,4100.0,MASTER PUREST WATER REFILLING STATION,165194.0,,,
4159,649562,,2024-05-21,CLEAR THIRST WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,613,,,319938.0,,,3500.0,3500.0,1887,,PHP,,1887,3500.0,CLEAR THIRST WRS,319938,1887,3500.0,CLEAR THIRST WRS,319938.0,,,
4160,649563,,2024-05-21,JM CEDO ICE MANUFACTURING ICE CUBES MACHINE 1,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,619,,,319940.0,,,600.0,600.0,1892,,PHP,,1892,600.0,JM CEDO ICE MANUFACTURING ICE CUBES MACHINE 1,319940,1892,600.0,JM CEDO ICE MANUFACTURING ICE CUBES MACHINE 1,319940.0,,,
4161,649565,,2024-05-27,EXESOL WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00649,,,165221.0,,,3500.0,3500.0,1919,,PHP,,1919,3500.0,EXESOL WATER REFILLING STATION,165221,1919,3500.0,EXESOL WATER REFILLING STATION,165221.0,,,
4162,649566,,2024-05-27,PEÑANO WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00650,,,165222.0,,,4100.0,4100.0,1921,,PHP,,1921,4100.0,PEÑANO WATER REFILLING STATION,165222,1921,4100.0,PEÑANO WATER REFILLING STATION,165222.0,,,
4163,649567,,2024-05-28,HEARTS WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00662,,,165234.0,,,3500.0,3500.0,1940,,PHP,,1940,3500.0,HEARTS WATER REFILLING STATION,165234,1940,3500.0,HEARTS WATER REFILLING STATION,165234.0,,,
4164,649568,,2024-05-28,ALCAWATERS WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00678,,,165250.0,,,4100.0,4100.0,1933,,PHP,,1933,4100.0,ALCAWATERS WATER REFILLING STATION,165250,1933,4100.0,ALCAWATERS WATER REFILLING STATION,165250.0,,,
4166,649621,,2024-05-27,BOSS JEFF WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00647,,,165219.0,,,3500.0,3500.0,1920,,PHP,,1920,3500.0,BOSS JEFF WATER REFILLING STATION,165219,1920,3500.0,BOSS JEFF WATER REFILLING STATION,165219.0,,,
4167,649622,,2024-05-27,MOUNTAIN RIDGE WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00643,,,165215.0,,,600.0,600.0,1926,,PHP,,1926,600.0,MOUNTAIN RIDGE WATER REFILLING STATION,165215,1926,600.0,MOUNTAIN RIDGE WATER REFILLING STATION,165215.0,,,
4168,649623,,2024-05-27,J-REIN WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00644,,,165216.0,,,600.0,600.0,1927,,PHP,,1927,600.0,J-REIN WATER REFILLING STATION,165216,1927,600.0,J-REIN WATER REFILLING STATION,165216.0,,,
4169,649624,,2024-05-27,"NAGA HEMODIALYSIS CENTER, INC",Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00646,,,165218.0,,,1200.0,1200.0,1928,,PHP,,1928,1200.0,"NAGA HEMODIALYSIS CENTER, INC",165218,1928,1200.0,"NAGA HEMODIALYSIS CENTER, INC",165218.0,,,
4170,649625,,2024-05-21,COOLWAVE WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00621,,,165193.0,,,600.0,600.0,1894,,PHP,,1894,600.0,COOLWAVE WATER REFILLING STATION,165193,1894,600.0,COOLWAVE WATER REFILLING STATION,165193.0,,,
4173,649628,,2024-05-21,VIRP PURE WATERS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00626,,,165198.0,,,600.0,600.0,1897,,PHP,,1897,600.0,VIRP PURE WATERS,165198,1897,600.0,VIRP PURE WATERS,165198.0,,,
